"Type","Theme","File","Name","Color","Legend","Labels","Unit","Visible","Provenance","Description","Notes"
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SOSP Current.tif","Bird: Song Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SPGR Current.tif","Bird: Spruce Grouse","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SPSA Current.tif","Bird: Spotted Sandpiper","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SPTO Current.tif","Bird: Spotted Towhee","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SSHA Current.tif","Bird: Sharp-shinned Hawk","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution STGR Current.tif","Bird: Sharp-tailed Grouse","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution STJA Current.tif","Bird: Steller's Jay","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SWHA Current.tif","Bird: Swainson's Hawk","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SWSP Current.tif","Bird: Swamp Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SWTH Current.tif","Bird: Swainson's Thrush","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution TEWA Current.tif","Bird: Tennessee Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution TOSO Current.tif","Bird: Townsend's Solitaire","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution TOWA Current.tif","Bird: Townsend's Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution TRUS Current.tif","Bird: Trumpeter Swan","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution TUVU Current.tif","Bird: Turkey Vulture","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution UPSA Current.tif","Bird: Upland Sandpiper","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution VASW Current.tif","Bird: Vaux's Swift","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution VATH Current.tif","Bird: Varied Thrush","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution VEER Current.tif","Bird: Veery","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution VESP Current.tif","Bird: Vesper Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution VGSW Current.tif","Bird: Violet-green Swallow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution VIRA Current.tif","Bird: Virginia Rail","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WAVI Current.tif","Bird: Warbling Vireo","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WBNU Current.tif","Bird: White-breasted Nuthatch","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WCSP Current.tif","Bird: White-crowned Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WEBL Current.tif","Bird: Western Bluebird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WEKI Current.tif","Bird: Western Kingbird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WEME Current.tif","Bird: Western Meadowlark","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WETA Current.tif","Bird: Western Tanager","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WIFL Current.tif","Bird: Willow Flycatcher","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WIPH Current.tif","Bird: Wilson's Phalarope","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WIPT Current.tif","Bird: Willow Ptarmigan","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WISA Current.tif","Bird: Williamson's Sapsucker","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WISN Current.tif","Bird: Wilson's Snipe","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WITU Current.tif","Bird: Wild Turkey","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WIWA Current.tif","Bird: Wilson's Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WODU Current.tif","Bird: Wood Duck","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WTSP Current.tif","Bird: White-throated Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WTSW Current.tif","Bird: White-throated Swift","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution WWCR Current.tif","Bird: White-winged Crossbill","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution YBFL Current.tif","Bird: Yellow-bellied Flycatcher","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution YBSA Current.tif","Bird: Yellow-bellied Sapsucker","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution YEWA Current.tif","Bird: Yellow Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution YHBL Current.tif","Bird: Yellow-headed Blackbird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution YRWA Current.tif","Bird: Yellow-rumped Warbler","Blues","continuous","","km2*","FALSE","missing","",""
